case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:20-cv-00653-wmc,wmc,2020-07-15,,2021-07-22,863,n,Social Security,counseled,2021
3:20-cv-00654-wmc,wmc,2020-07-16,,2020-10-13,440,y,Civil Rights,pro se,2021
3:20-cv-00655-bbc,bbc,2020-07-17,2021-05-26,2021-07-07,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00655-bbc,bbc,2020-07-17,2021-05-26,2021-07-07,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00656-jdp,jdp,2020-07-17,,2020-07-20,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00657-wmc,wmc,2020-07-17,,2022-02-07,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00658-jdp,jdp,2020-07-17,,2022-05-04,440,n,Civil Rights,counseled,2021
3:20-cv-00659-wmc,wmc,2020-07-18,,,446,n,Civil Rights,counseled,2021
3:20-cv-00660-wmc,wmc,2020-07-18,,,446,n,Civil Rights,counseled,2021
3:20-cv-00661-wmc,wmc,2020-07-18,,,446,n,Civil Rights,counseled,2021
3:20-cv-00662-wmc,wmc,2020-07-19,,2020-12-22,480,n,Other Statutes,counseled,2021
3:20-cv-00663-jdp,jdp,2020-07-19,,2020-10-09,480,n,Other Statutes,counseled,2021
3:20-cv-00664-jdp,jdp,2020-07-20,,2023-01-26,710,n,Labor,counseled,2021
3:20-cv-00665-jdp,jdp,2020-07-20,,2020-11-18,480,n,Other Statutes,counseled,2021
3:20-cv-00666-wmc,wmc,2020-07-20,,2021-02-01,470,y,Other Statutes,pro se,2021
3:20-cv-00667-jdp,jdp,2020-07-20,,2022-09-02,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00668-wmc,wmc,2020-07-20,,2021-05-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00675-wmc,wmc,2020-07-20,,2021-06-14,510,y,Habeas Corpus,pro se,2021
3:20-cv-00669-bbc,bbc,2020-07-21,,2021-10-19,864,n,Social Security,counseled,2021
3:20-cv-00670-bbc,bbc,2020-07-21,,2021-06-03,863,n,Social Security,counseled,2021
3:20-cv-00671-wmc,wmc,2020-07-21,,2020-12-22,480,n,Other Statutes,counseled,2021
3:20-cv-00672-jdp,jdp,2020-07-22,,2021-05-05,864,n,Social Security,counseled,2021
3:20-cv-00673-jdp,jdp,2020-07-22,,2021-03-23,864,n,Social Security,counseled,2021
3:20-cv-00674-wmc,wmc,2020-07-22,,2021-08-06,446,n,Civil Rights,counseled,2021
3:20-cv-00676-jdp,jdp,2020-07-23,,2023-04-14,710,n,Labor,counseled,2021
3:20-cv-00677-wmc,wmc,2020-07-24,,2021-08-03,864,n,Social Security,counseled,2021
3:20-cv-00678-wmc,wmc,2020-07-24,,2021-02-10,864,n,Social Security,counseled,2021
3:20-cv-00679-wmc,wmc,2020-07-24,,2021-07-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00680-wmc,wmc,2020-07-26,,,446,n,Civil Rights,counseled,2021
3:20-cv-00681-wmc,wmc,2020-07-26,,,446,n,Civil Rights,counseled,2021
3:20-cv-00682-wmc,wmc,2020-07-26,,,446,n,Civil Rights,counseled,2021
3:20-cv-00683-wmc,wmc,2020-07-26,,2021-10-05,446,n,Civil Rights,counseled,2021
3:20-cv-00684-wmc,wmc,2020-07-26,,,446,n,Civil Rights,counseled,2021
3:20-cv-00685-wmc,wmc,2020-07-27,,2022-04-04,360,n,Torts/Personal Injury,counseled,2021
3:20-cv-00686-bbc,bbc,2020-07-27,,2020-12-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00687-wmc,wmc,2020-07-27,,2021-08-17,530,y,Habeas Corpus,pro se,2021
3:20-cv-00692-wmc,wmc,2020-07-27,,2021-02-04,530,y,Habeas Corpus,pro se,2021
3:20-cv-00688-jdp,jdp,2020-07-28,,2021-03-30,791,n,Labor,counseled,2021
3:20-cv-00689-wmc,wmc,2020-07-28,,2021-02-10,385,n,Personal Property,counseled,2021
3:20-cv-00690-wmc,wmc,2020-07-28,,2021-07-14,864,n,Social Security,counseled,2021
3:20-cv-00691-jdp,jdp,2020-07-28,,2021-02-01,190,n,Contract,counseled,2021
3:20-cv-00693-bbc,bbc,2020-07-29,,2021-07-09,865,n,Social Security,counseled,2021
3:20-cv-00694-bbc,bbc,2020-07-29,,2020-09-11,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00695-wmc,wmc,2020-07-29,,2020-09-18,480,n,Other Statutes,counseled,2021
3:20-cv-00696-jdp,jdp,2020-07-29,,2020-10-21,480,n,Other Statutes,counseled,2021
3:20-cv-00697-jdp,jdp,2020-07-29,,2020-08-24,480,n,Other Statutes,counseled,2021
3:20-cv-00699-bbc,bbc,2020-07-30,,2020-09-29,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00700-wmc,wmc,2020-07-30,,2022-01-14,864,n,Social Security,counseled,2021
3:20-cv-00701-jdp,jdp,2020-07-30,,2020-09-01,791,n,Labor,counseled,2021
3:20-cv-00702-wmc,wmc,2020-07-30,,2020-09-11,440,y,Civil Rights,pro se,2021
3:20-cv-00703-wmc,wmc,2020-07-30,,2021-11-05,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00704-jdp,jdp,2020-07-30,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00705-wmc,wmc,2020-07-30,,,446,n,Civil Rights,counseled,2021
3:20-cv-00706-wmc,wmc,2020-07-31,,2021-03-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00707-wmc,wmc,2020-07-31,,2021-08-26,864,n,Social Security,counseled,2021
3:20-cv-00708-bbc,bbc,2020-07-31,,2020-10-08,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00709-jdp,jdp,2020-07-31,,2022-03-29,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00710-jdp,jdp,2020-07-31,,2020-09-29,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00711-bbc,bbc,2020-07-31,,2020-08-18,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00712-jdp,jdp,2020-07-31,,2020-08-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00713-jdp,jdp,2020-08-03,,2021-03-23,864,n,Social Security,counseled,2021
3:20-cv-00714-bbc,bbc,2020-08-03,,2021-04-22,864,n,Social Security,counseled,2021
3:20-cv-00715-wmc,wmc,2020-08-03,,2020-09-17,440,y,Civil Rights,pro se,2021
3:20-cv-00716-jdp,jdp,2020-08-03,,2021-05-27,864,n,Social Security,counseled,2021
3:20-cv-00717-wmc,wmc,2020-08-03,,2021-11-01,791,n,Labor,counseled,2021
3:20-cv-00718-jdp,jdp,2020-08-04,,2021-11-15,195,n,Contract,counseled,2021
3:20-cv-00719-wmc,wmc,2020-08-04,,2022-12-29,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00698-jdp,jdp,2020-08-04,,2020-09-29,480,n,Other Statutes,counseled,2021
3:20-cv-00720-wmc,wmc,2020-08-04,,2020-10-09,480,n,Other Statutes,counseled,2021
3:20-cv-00721-wmc,wmc,2020-08-04,,2022-09-15,864,n,Social Security,counseled,2021
3:20-cv-00722-wmc,wmc,2020-08-04,,2022-03-02,863,n,Social Security,counseled,2021
3:20-cv-00723-jdp,jdp,2020-08-05,,2021-05-07,864,n,Social Security,counseled,2021
3:20-cv-00724-slc,slc,2020-08-05,,2020-10-01,791,n,Labor,counseled,2021
3:20-cv-00725-bbc,bbc,2020-08-05,2021-01-22,2021-01-22,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00725-bbc,bbc,2020-08-05,2021-01-22,2021-01-22,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00725-bbc,bbc,2020-08-05,2021-01-22,2021-01-22,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00726-wmc,wmc,2020-08-05,2023-01-06,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00726-wmc,wmc,2020-08-05,2023-01-06,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00728-jdp,jdp,2020-08-05,,2021-09-22,480,n,Other Statutes,counseled,2021
3:20-cv-00729-jdp,jdp,2020-08-06,,2022-03-25,791,n,Labor,counseled,2021
3:20-cv-00730-jdp,jdp,2020-08-06,,2020-12-04,870,n,Federal Tax Suits,counseled,2021
3:20-cv-00731-jdp,jdp,2020-08-06,,2021-03-03,864,n,Social Security,counseled,2021
3:20-cv-00732-wmc,wmc,2020-08-06,,,550,n,Prisoner Petitions,counseled,2021
3:20-cv-00733-jdp,jdp,2020-08-06,,2020-09-22,480,n,Other Statutes,counseled,2021
3:20-cv-00734-wmc,wmc,2020-08-06,,2020-11-24,480,n,Other Statutes,counseled,2021
3:20-cv-00735-jdp,jdp,2020-08-07,,2021-05-18,864,n,Social Security,counseled,2021
3:20-cv-00736-wmc,wmc,2020-08-07,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00737-jdp,jdp,2020-08-07,,2022-10-18,791,n,Labor,counseled,2021
3:20-cv-00738-jdp,jdp,2020-08-07,,2020-08-20,480,n,Other Statutes,counseled,2021
3:20-cv-00739-wmc,wmc,2020-08-10,,2021-04-05,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00740-wmc,wmc,2020-08-10,,2022-12-13,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00741-wmc,wmc,2020-08-10,,2023-02-13,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00742-wmc,wmc,2020-08-10,,2023-01-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00743-bbc,bbc,2020-08-10,,2021-11-03,440,y,Civil Rights,pro se,2021
3:20-cv-00748-bbc,bbc,2020-08-10,,2020-09-29,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00751-wmc,wmc,2020-08-10,,,510,y,Habeas Corpus,pro se,2021
3:20-cv-00744-jdp,jdp,2020-08-11,,2021-02-18,864,n,Social Security,counseled,2021
3:20-cv-00745-wmc,wmc,2020-08-11,,2020-10-26,446,n,Civil Rights,counseled,2021
3:20-cv-00746-wmc,wmc,2020-08-11,,2020-11-06,720,n,Labor,counseled,2021
3:20-cv-00747-wmc,wmc,2020-08-11,,2022-07-18,446,n,Civil Rights,counseled,2021
3:20-cv-00749-jdp,jdp,2020-08-11,,2021-05-14,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00750-jdp,jdp,2020-08-12,,2020-11-09,152,n,Contract,counseled,2021
3:20-cv-00752-bbc,bbc,2020-08-12,,2021-11-17,865,n,Social Security,counseled,2021
3:20-cv-00753-wmc,wmc,2020-08-12,,2022-09-13,865,n,Social Security,counseled,2021
3:20-cv-00727-jdp,jdp,2020-08-12,,2020-11-25,480,n,Other Statutes,counseled,2021
3:20-cv-00754-jdp,jdp,2020-08-12,,2022-03-16,190,n,Contract,counseled,2021
3:20-cv-00757-wmc,wmc,2020-08-12,,2021-02-09,480,n,Other Statutes,counseled,2021
3:20-cv-00755-jdp,jdp,2020-08-12,,2020-08-21,380,n,Personal Property,counseled,2021
3:20-cv-00756-jdp,jdp,2020-08-12,,2020-08-21,840,n,Intellectual Property Rights,counseled,2021
3:20-cv-00758-wmc,wmc,2020-08-12,,2021-11-19,440,n,Civil Rights,counseled,2021
3:20-cv-00759-wmc,wmc,2020-08-12,,2021-08-13,190,n,Contract,counseled,2021
3:20-cv-00760-slc,slc,2020-08-13,,2020-09-29,480,n,Other Statutes,counseled,2021
3:20-cv-00761-slc,slc,2020-08-13,,2020-11-20,440,n,Civil Rights,counseled,2021
3:20-cv-00762-jdp,jdp,2020-08-13,2021-02-23,2022-08-30,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00762-jdp,jdp,2020-08-13,2021-02-23,2022-08-30,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00763-slc,slc,2020-08-13,,2022-05-05,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00764-wmc,wmc,2020-08-18,,2021-11-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00765-slc,slc,2020-08-18,,2021-08-17,864,n,Social Security,counseled,2021
3:20-cv-00766-jdp,jdp,2020-08-19,,2021-04-21,365,n,Torts/Personal Injury,counseled,2021
3:20-cv-00767-jdp,jdp,2020-08-19,,2021-03-12,375,n,Personal Property,counseled,2021
3:20-cv-00768-jdp,jdp,2020-08-20,2016-05-04,2023-01-13,441,n,Civil Rights,counseled,2021
3:20-cv-00769-jdp,jdp,2020-08-20,,2020-10-16,480,n,Other Statutes,counseled,2021
3:20-cv-00770-bbc,bbc,2020-08-20,,2021-05-21,864,n,Social Security,counseled,2021
3:20-cv-00771-wmc,wmc,2020-08-20,,,446,n,Civil Rights,counseled,2021
3:20-cv-00772-wmc,wmc,2020-08-21,,2021-07-30,791,n,Labor,counseled,2021
3:20-cv-00773-jdp,jdp,2020-08-21,,2021-06-21,864,n,Social Security,counseled,2021
3:20-cv-00774-wmc,wmc,2020-08-21,,2022-02-04,440,n,Civil Rights,counseled,2021
3:20-cv-00775-jdp,jdp,2020-08-21,,2021-05-27,440,y,Civil Rights,pro se,2021
3:20-cv-00776-wmc,wmc,2020-08-21,,2021-01-26,446,n,Civil Rights,counseled,2021
3:20-cv-00777-wmc,wmc,2020-08-21,,2021-02-22,446,n,Civil Rights,counseled,2021
3:20-cv-00783-wmc,wmc,2020-08-21,,,510,y,Habeas Corpus,pro se,2021
3:20-cv-00778-wmc,wmc,2020-08-23,,,446,n,Civil Rights,counseled,2021
3:20-cv-00779-jdp,jdp,2020-08-24,,2020-10-13,190,n,Contract,counseled,2021
3:20-cv-00780-jdp,jdp,2020-08-24,,2021-01-11,440,y,Civil Rights,pro se,2021
3:20-cv-00781-wmc,wmc,2020-08-24,,2021-04-27,865,n,Social Security,counseled,2021
3:20-cv-00782-jdp,jdp,2020-08-25,,2021-07-15,864,n,Social Security,counseled,2021
3:20-cv-00784-wmc,wmc,2020-08-26,,2023-02-03,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00785-wmc,wmc,2020-08-26,,2020-09-10,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00786-wmc,wmc,2020-08-26,,2020-09-10,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00787-bbc,bbc,2020-08-27,,2021-05-19,865,n,Social Security,counseled,2021
3:20-cv-00788-jdp,jdp,2020-08-27,,2021-07-22,864,n,Social Security,counseled,2021
3:20-cv-00789-jdp,jdp,2020-08-27,,2020-10-15,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00790-wmc,wmc,2020-08-27,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00791-wmc,wmc,2020-08-27,,,446,n,Civil Rights,counseled,2021
3:20-cv-00792-jdp,jdp,2020-08-27,,2022-06-07,625,y,Forfeiture/Penalty,pro se,2021
3:20-cv-00793-jdp,jdp,2020-08-27,,2023-05-23,625,y,Forfeiture/Penalty,pro se,2021
3:20-cv-00794-wmc,wmc,2020-08-27,,2020-10-07,480,n,Other Statutes,counseled,2021
3:20-cv-00795-jdp,jdp,2020-08-28,,2020-09-28,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00796-wmc,wmc,2020-08-28,,2021-10-15,820,n,Intellectual Property Rights,counseled,2021
3:20-cv-00797-jdp,jdp,2020-08-28,,2020-11-09,840,n,Intellectual Property Rights,counseled,2021
3:20-cv-00798-jdp,jdp,2020-08-28,,2022-01-31,330,n,Torts/Personal Injury,counseled,2021
3:20-cv-00799-wmc,wmc,2020-08-30,,,446,n,Civil Rights,counseled,2021
3:20-cv-00800-wmc,wmc,2020-08-30,,2021-02-04,446,n,Civil Rights,counseled,2021
3:20-cv-00801-wmc,wmc,2020-08-30,,2020-12-22,446,n,Civil Rights,counseled,2021
3:20-cv-00804-jdp,jdp,2020-08-31,,2021-03-15,710,n,Labor,counseled,2021
3:20-cv-00812-jdp,jdp,2020-08-31,,2021-01-06,510,y,Habeas Corpus,pro se,2021
3:20-cv-00803-bbc,bbc,2020-08-31,,2021-03-29,440,n,Civil Rights,counseled,2021
3:20-cv-00802-wmc,wmc,2020-08-31,,2020-10-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00805-bbc,bbc,2020-09-01,,2021-07-07,422,y,Bankruptcy,pro se,2021
3:20-cv-00806-bbc,bbc,2020-09-01,,2021-07-07,422,y,Bankruptcy,pro se,2021
3:20-cv-00807-jdp,jdp,2020-09-01,,2021-07-22,446,n,Civil Rights,counseled,2021
3:20-cv-00808-wmc,wmc,2020-09-01,,2020-09-10,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00809-wmc,wmc,2020-09-02,,2021-09-09,864,n,Social Security,counseled,2021
3:20-cv-00810-wmc,wmc,2020-09-02,,2020-11-30,367,n,Torts/Personal Injury,counseled,2021
3:20-cv-00811-jdp,jdp,2020-09-03,,2021-03-22,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00813-wmc,wmc,2020-09-04,,2020-11-18,480,n,Other Statutes,counseled,2021
3:20-cv-00814-wmc,wmc,2020-09-04,,,362,n,Torts/Personal Injury,counseled,2021
3:20-cv-00815-wmc,wmc,2020-09-04,,2021-03-24,110,n,Contract,counseled,2021
3:20-cv-00816-wmc,wmc,2020-09-04,2022-10-17,2022-10-17,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00816-wmc,wmc,2020-09-04,2022-10-17,2022-10-17,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00817-jdp,jdp,2020-09-04,,2020-12-18,530,y,Habeas Corpus,pro se,2021
3:20-cv-00818-jdp,jdp,2020-09-04,,2020-10-29,440,y,Civil Rights,pro se,2021
3:20-cv-00819-wmc,wmc,2020-09-07,,,446,n,Civil Rights,counseled,2021
3:20-cv-00820-wmc,wmc,2020-09-07,,,446,n,Civil Rights,counseled,2021
3:20-cv-00821-bbc,bbc,2020-09-08,,2022-02-03,448,n,Civil Rights,counseled,2021
3:20-cv-00822-jdp,jdp,2020-09-08,,2021-04-02,890,y,Other Statutes,pro se,2021
3:20-cv-00823-wmc,wmc,2020-09-08,,2021-01-13,480,n,Other Statutes,counseled,2021
3:20-cv-00824-wmc,wmc,2020-09-09,,2021-11-23,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00825-jdp,jdp,2020-09-09,,2021-09-07,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00826-wmc,wmc,2020-09-09,,2023-04-04,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00827-wmc,wmc,2020-09-09,,2020-10-04,890,n,Other Statutes,counseled,2021
3:20-cv-00828-bbc,bbc,2020-09-09,,2020-10-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00829-jdp,jdp,2020-09-09,,2020-10-23,480,n,Other Statutes,counseled,2021
3:20-cv-00830-wmc,wmc,2020-09-09,,2021-09-29,110,n,Contract,counseled,2021
3:20-cv-00832-wmc,wmc,2020-09-09,,2020-11-24,480,n,Other Statutes,counseled,2021
3:20-cv-00831-wmc,wmc,2020-09-09,,2020-11-25,440,y,Civil Rights,pro se,2021
3:20-cv-00833-jdp,jdp,2020-09-09,,2020-10-13,480,n,Other Statutes,counseled,2021
3:20-cv-00834-wmc,wmc,2020-09-10,,2022-07-11,864,n,Social Security,counseled,2021
3:20-cv-00835-jdp,jdp,2020-09-10,,2020-10-23,480,n,Other Statutes,counseled,2021
3:20-cv-00836-jdp,jdp,2020-09-10,,2022-01-24,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00837-wmc,wmc,2020-09-10,,2020-12-30,480,n,Other Statutes,counseled,2021
3:20-cv-00838-jdp,jdp,2020-09-11,,2021-08-19,864,n,Social Security,counseled,2021
3:20-cv-00840-jdp,jdp,2020-09-11,,2020-12-17,791,n,Labor,counseled,2021
3:20-cv-00841-jdp,jdp,2020-09-11,,2020-10-28,791,n,Labor,counseled,2021
3:20-cv-00842-jdp,jdp,2020-09-11,,2020-12-18,440,y,Civil Rights,pro se,2021
3:20-cv-00843-jdp,jdp,2020-09-11,,2022-04-01,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00844-jdp,jdp,2020-09-13,,2021-10-07,385,n,Personal Property,counseled,2021
3:20-cv-00845-jdp,jdp,2020-09-14,,2021-11-05,440,n,Civil Rights,counseled,2021
3:20-cv-00846-jdp,jdp,2020-09-14,,2022-03-18,440,n,Civil Rights,counseled,2021
3:20-cv-00847-jdp,jdp,2020-09-14,,2022-01-13,446,n,Civil Rights,counseled,2021
3:20-cv-00848-jdp,jdp,2020-09-14,,2023-05-30,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00849-wmc,wmc,2020-09-14,,2021-06-28,864,n,Social Security,counseled,2021
3:20-cv-00850-jdp,jdp,2020-09-14,,2020-10-07,560,y,Prisoner Petitions,pro se,2021
3:20-cv-00851-bbc,bbc,2020-09-14,,2021-07-27,863,n,Social Security,counseled,2021
3:20-cv-00852-jdp,jdp,2020-09-14,,2022-01-24,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00853-jdp,jdp,2020-09-14,,2021-06-21,530,y,Habeas Corpus,pro se,2021
3:20-cv-00854-jdp,jdp,2020-09-15,,2022-04-08,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00855-jdp,jdp,2020-09-15,,2022-02-15,190,n,Contract,counseled,2021
3:20-cv-00856-wmc,wmc,2020-09-15,,2022-07-20,448,n,Civil Rights,counseled,2021
3:20-cv-00857-jdp,jdp,2020-09-15,,2020-10-23,480,n,Other Statutes,counseled,2021
3:20-cv-00858-wmc,wmc,2020-09-16,,2020-12-01,625,n,Forfeiture/Penalty,counseled,2021
3:20-cv-00859-slc,slc,2020-09-16,,2021-10-21,864,n,Social Security,counseled,2021
3:20-cv-00860-jdp,jdp,2020-09-17,,2022-05-23,550,n,Prisoner Petitions,counseled,2021
3:20-cv-00861-jdp,jdp,2020-09-17,2020-12-09,2022-05-13,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00861-jdp,jdp,2020-09-17,2020-12-09,2022-05-13,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00862-slc,slc,2020-09-17,,2021-01-22,480,n,Other Statutes,counseled,2021
3:20-cv-00863-slc,slc,2020-09-17,,2020-11-18,480,n,Other Statutes,counseled,2021
3:20-cv-00864-jdp,jdp,2020-09-17,,2020-10-13,791,n,Labor,counseled,2021
3:20-cv-00865-jdp,jdp,2020-09-17,,2020-12-09,485,n,Other Statutes,counseled,2021
3:20-cv-00866-wmc,wmc,2020-09-18,,2022-01-18,864,n,Social Security,counseled,2021
3:20-cv-00867-wmc,wmc,2020-09-18,,2022-11-09,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00868-jdp,jdp,2020-09-21,,2020-10-26,530,y,Habeas Corpus,pro se,2021
3:20-cv-00869-jdp,jdp,2020-09-21,,2020-12-21,485,n,Other Statutes,counseled,2021
3:20-cv-00870-jdp,jdp,2020-09-21,,2020-10-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00871-wmc,wmc,2020-09-21,,2021-12-13,864,n,Social Security,counseled,2021
3:20-cv-00872-jdp,jdp,2020-09-21,,2020-12-03,440,y,Civil Rights,pro se,2021
3:20-cv-00873-bbc,bbc,2020-09-21,,2020-11-09,530,y,Habeas Corpus,pro se,2021
3:20-cv-00874-bbc,bbc,2020-09-21,,2021-04-08,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00875-wmc,wmc,2020-09-21,,2021-08-04,110,n,Contract,counseled,2021
3:20-cv-00876-jdp,jdp,2020-09-21,,2022-08-10,863,n,Social Security,counseled,2021
3:20-cv-00877-wmc,wmc,2020-09-22,,2021-06-07,840,n,Intellectual Property Rights,counseled,2021
3:20-cv-00878-wmc,wmc,2020-09-22,,2021-08-27,864,n,Social Security,counseled,2021
3:20-cv-00879-jdp,jdp,2020-09-22,,2020-10-27,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00880-wmc,wmc,2020-09-22,,2021-06-16,480,n,Other Statutes,counseled,2021
3:20-cv-00881-jdp,jdp,2020-09-23,,2021-07-15,864,n,Social Security,counseled,2021
3:20-cv-00882-jdp,jdp,2020-09-23,,2020-10-19,440,y,Civil Rights,pro se,2021
3:20-cv-00883-jdp,jdp,2020-09-23,,2021-05-26,220,n,Real Property,counseled,2021
3:20-cv-00884-jdp,jdp,2020-09-23,,2022-02-01,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00886-wmc,wmc,2020-09-23,,2022-04-28,442,y,Civil Rights,pro se,2021
3:20-cv-00885-bbc,bbc,2020-09-23,,2020-10-13,440,y,Civil Rights,pro se,2021
3:20-cv-00887-jdp,jdp,2020-09-23,,2021-06-21,863,n,Social Security,counseled,2021
3:20-cv-00902-jdp,jdp,2020-09-23,,2022-04-05,510,y,Habeas Corpus,pro se,2021
3:20-cv-00888-wmc,wmc,2020-09-24,,2021-01-04,446,n,Civil Rights,counseled,2021
3:20-cv-00889-wmc,wmc,2020-09-24,,2021-05-27,480,n,Other Statutes,counseled,2021
3:20-cv-00890-jdp,jdp,2020-09-24,,2021-03-19,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00891-jdp,jdp,2020-09-25,,2021-02-22,480,n,Other Statutes,counseled,2021
3:20-cv-00893-jdp,jdp,2020-09-25,,2020-12-17,480,n,Other Statutes,counseled,2021
3:20-cv-00892-bbc,bbc,2020-09-25,,2020-11-23,320,y,Torts/Personal Injury,pro se,2021
3:20-cv-00894-bbc,bbc,2020-09-25,,2022-02-04,550,n,Prisoner Petitions,counseled,2021
3:20-cv-00896-wmc,wmc,2020-09-28,,2021-08-06,442,y,Civil Rights,pro se,2021
3:20-cv-00895-wmc,wmc,2020-09-28,,2021-03-30,365,n,Torts/Personal Injury,counseled,2021
3:20-cv-00897-jdp,jdp,2020-09-28,,2021-11-02,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00898-wmc,wmc,2020-09-28,,2023-05-02,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00899-jdp,jdp,2020-09-29,,2021-01-13,791,n,Labor,counseled,2021
3:20-cv-00900-jdp,jdp,2020-09-29,,2021-02-22,830,n,Intellectual Property Rights,counseled,2021
3:20-cv-00901-bbc,bbc,2020-09-29,,2021-01-05,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00903-jdp,jdp,2020-09-29,,2021-12-23,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00904-bbc,bbc,2020-09-29,,2022-01-20,863,n,Social Security,counseled,2021
3:20-cv-00905-wmc,wmc,2020-09-30,,2020-10-27,864,n,Social Security,counseled,2021
3:20-cv-00906-bbc,bbc,2020-09-30,,2021-10-12,440,y,Civil Rights,pro se,2021
3:20-cv-00907-wmc,wmc,2020-09-30,,2021-01-15,480,n,Other Statutes,counseled,2021
3:20-cv-00909-wmc,wmc,2020-09-30,,2021-06-17,360,n,Torts/Personal Injury,counseled,2021
3:20-cv-00908-wmc,wmc,2020-09-30,,2020-11-03,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00910-slc,slc,2020-09-30,,2020-11-04,480,n,Other Statutes,counseled,2021
3:20-cv-00911-wmc,wmc,2020-09-30,,2021-04-20,190,n,Contract,counseled,2021
3:20-cv-00912-jdp,jdp,2020-10-01,,2021-03-10,710,n,Labor,counseled,2021
3:20-cv-00913-wmc,wmc,2020-10-01,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00914-jdp,jdp,2020-10-01,,2022-08-30,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00915-jdp,jdp,2020-10-02,,2020-12-08,480,n,Other Statutes,counseled,2021
3:20-cv-00916-wmc,wmc,2020-10-02,,2020-11-05,350,n,Torts/Personal Injury,counseled,2021
3:20-cv-00917-wmc,wmc,2020-10-02,,2022-11-23,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00918-wmc,wmc,2020-10-02,,,550,y,Prisoner Petitions,pro se,2021
