case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:20-cv-00380-slc,slc,2020-04-24,,2021-09-23,865,n,Social Security,counseled,2020
3:20-cv-00381-bbc,bbc,2020-04-24,,2021-05-10,865,n,Social Security,counseled,2020
3:20-cv-00382-wmc,wmc,2020-04-24,,2020-10-20,864,n,Social Security,counseled,2020
3:20-cv-00383-jdp,jdp,2020-04-24,,2020-06-24,480,n,Other Statutes,counseled,2020
3:20-cv-00384-bbc,bbc,2020-04-24,,2021-08-16,442,n,Civil Rights,counseled,2020
3:20-cv-00385-wmc,wmc,2020-04-27,,2020-11-25,320,n,Torts/Personal Injury,counseled,2020
3:20-cv-00388-bbc,bbc,2020-04-27,,2020-06-30,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00390-wmc,wmc,2020-04-27,,2021-03-08,864,n,Social Security,counseled,2020
3:20-cv-00392-slc,slc,2020-04-27,,2021-08-09,865,n,Social Security,counseled,2020
3:20-cv-00391-wmc,wmc,2020-04-27,,2022-11-23,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00387-wmc,wmc,2020-04-27,,2020-06-11,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00389-bbc,bbc,2020-04-27,,2020-06-22,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00393-wmc,wmc,2020-04-27,,,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00394-wmc,wmc,2020-04-28,,2020-12-09,840,n,Intellectual Property Rights,counseled,2020
3:20-cv-00395-wmc,wmc,2020-04-28,,2021-01-25,480,n,Other Statutes,counseled,2020
3:20-cv-00396-jdp,jdp,2020-04-29,,2021-06-08,790,n,Labor,counseled,2020
3:20-cv-00397-wmc,wmc,2020-04-29,,2021-12-28,710,n,Labor,counseled,2020
3:20-cv-00398-wmc,wmc,2020-04-29,,2021-04-05,530,y,Habeas Corpus,pro se,2020
3:20-cv-00399-wmc,wmc,2020-04-29,,2021-03-18,863,n,Social Security,counseled,2020
3:20-cv-00401-wmc,wmc,2020-04-29,,2020-09-23,440,n,Civil Rights,counseled,2020
3:20-cv-00402-wmc,wmc,2020-04-29,,2021-11-03,380,n,Personal Property,counseled,2020
3:20-cv-00400-wmc,wmc,2020-04-29,,2023-02-06,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00403-bbc,bbc,2020-04-29,,2020-06-04,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00404-bbc,bbc,2020-04-29,,2020-05-28,440,y,Civil Rights,pro se,2020
3:20-cv-00405-wmc,wmc,2020-04-29,,2021-05-20,530,y,Habeas Corpus,pro se,2020
3:20-cv-00406-wmc,wmc,2020-04-30,,2020-09-02,751,n,Labor,counseled,2020
3:20-cv-00407-wmc,wmc,2020-04-30,,2021-07-01,365,n,Torts/Personal Injury,counseled,2020
3:20-cv-00408-wmc,wmc,2020-04-30,,2020-11-24,864,n,Social Security,counseled,2020
3:20-cv-00409-wmc,wmc,2020-04-30,,2022-06-02,950,n,Other Statutes,counseled,2020
3:20-cv-00410-jdp,jdp,2020-04-30,,2020-05-06,190,n,Contract,counseled,2020
3:20-cv-00411-wmc,wmc,2020-04-30,,2021-01-06,865,n,Social Security,counseled,2020
3:20-cv-00412-jdp,jdp,2020-05-01,,2020-11-06,864,n,Social Security,counseled,2020
3:20-cv-00413-wmc,wmc,2020-05-01,,2020-08-04,480,n,Other Statutes,counseled,2020
3:20-cv-00414-bbc,bbc,2020-05-01,,2020-11-23,864,n,Social Security,counseled,2020
3:20-cv-00415-bbc,bbc,2020-05-01,,2021-11-10,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00416-wmc,wmc,2020-05-01,,2023-03-09,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00417-wmc,wmc,2020-05-01,,2020-06-08,530,n,Habeas Corpus,counseled,2020
3:20-cv-00418-jdp,jdp,2020-05-04,,2020-08-21,442,n,Civil Rights,counseled,2020
3:20-cv-00419-slc,slc,2020-05-04,,2021-05-06,360,n,Torts/Personal Injury,counseled,2020
3:20-cv-00420-jdp,jdp,2020-05-04,,,791,n,Labor,counseled,2020
3:20-cv-00421-wmc,wmc,2020-05-04,,2020-08-25,480,n,Other Statutes,counseled,2020
3:20-cv-00422-bbc,bbc,2020-05-04,,2020-06-02,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00423-wmc,wmc,2020-05-05,,2020-10-07,864,n,Social Security,counseled,2020
3:20-cv-00424-jdp,jdp,2020-05-05,,2021-08-04,110,n,Contract,counseled,2020
3:20-cv-00425-jdp,jdp,2020-05-06,,2020-11-24,864,n,Social Security,counseled,2020
3:20-cv-00426-wmc,wmc,2020-05-06,,2023-03-13,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00427-jdp,jdp,2020-05-06,,2020-11-19,480,n,Other Statutes,counseled,2020
3:20-cv-00428-wmc,wmc,2020-05-06,,2021-05-04,442,n,Civil Rights,counseled,2020
3:20-cv-00429-bbc,bbc,2020-05-06,,2021-09-29,440,y,Civil Rights,pro se,2020
3:20-cv-00430-jdp,jdp,2020-05-06,,2020-08-10,440,n,Civil Rights,counseled,2020
3:20-cv-00431-wmc,wmc,2020-05-07,,2020-11-03,865,n,Social Security,counseled,2020
3:20-cv-00432-bbc,bbc,2020-05-07,,2020-09-14,864,n,Social Security,counseled,2020
3:20-cv-00433-slc,slc,2020-05-07,,2021-06-08,864,n,Social Security,counseled,2020
3:20-cv-00434-slc,slc,2020-05-07,,2022-07-29,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00435-jdp,jdp,2020-05-07,,2021-05-19,190,n,Contract,counseled,2020
3:20-cv-00436-jdp,jdp,2020-05-07,,2021-07-01,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00437-wmc,wmc,2020-05-08,,2021-03-16,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00438-wmc,wmc,2020-05-08,,2021-03-18,110,n,Contract,counseled,2020
3:20-cv-00439-wmc,wmc,2020-05-11,,2023-03-02,830,n,Intellectual Property Rights,counseled,2020
3:20-cv-00440-jdp,jdp,2020-05-11,,2021-07-07,445,n,Civil Rights,counseled,2020
3:20-cv-00441-wmc,wmc,2020-05-11,,2022-12-19,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00442-wmc,wmc,2020-05-11,,2020-06-05,840,n,Intellectual Property Rights,counseled,2020
3:20-cv-00443-wmc,wmc,2020-05-12,,2021-01-05,820,n,Intellectual Property Rights,counseled,2020
3:20-cv-00444-wmc,wmc,2020-05-12,,2020-06-18,110,n,Contract,counseled,2020
3:20-cv-00445-jdp,jdp,2020-05-12,,2021-03-03,864,n,Social Security,counseled,2020
3:20-cv-00446-jdp,jdp,2020-05-12,,2020-06-03,820,n,Intellectual Property Rights,counseled,2020
3:20-cv-00447-bbc,bbc,2020-05-13,,2021-02-26,864,n,Social Security,counseled,2020
3:20-cv-00449-slc,slc,2020-05-13,,2022-02-25,330,n,Torts/Personal Injury,counseled,2020
3:20-cv-00448-jdp,jdp,2020-05-13,,2020-08-19,530,y,Habeas Corpus,pro se,2020
3:20-cv-00450-jdp,jdp,2020-05-14,,2020-10-01,220,n,Real Property,counseled,2020
3:20-cv-00451-wmc,wmc,2020-05-14,,,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00452-wmc,wmc,2020-05-14,,2021-03-05,864,n,Social Security,counseled,2020
3:20-cv-00453-wmc,wmc,2020-05-14,,2022-10-11,530,y,Habeas Corpus,pro se,2020
3:20-cv-00454-wmc,wmc,2020-05-14,,2021-01-05,864,n,Social Security,counseled,2020
3:20-cv-00455-wmc,wmc,2020-05-14,,2023-03-16,510,y,Habeas Corpus,pro se,2020
3:20-cv-00456-jdp,jdp,2020-05-15,,2022-03-29,864,n,Social Security,counseled,2020
3:20-cv-00457-slc,slc,2020-05-15,,2020-11-05,751,n,Labor,counseled,2020
3:20-cv-00458-wmc,wmc,2020-05-15,,2020-12-09,110,n,Contract,counseled,2020
3:20-cv-00459-wmc,wmc,2020-05-18,,2021-01-20,441,n,Civil Rights,counseled,2020
3:20-cv-00460-jdp,jdp,2020-05-18,,2020-06-18,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00461-jdp,jdp,2020-05-18,,2021-08-04,530,y,Habeas Corpus,pro se,2020
3:20-cv-00462-jdp,jdp,2020-05-18,,2020-05-28,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00463-wmc,wmc,2020-05-18,,2021-05-14,440,y,Civil Rights,pro se,2020
3:20-cv-00464-jdp,jdp,2020-05-19,,2021-03-25,360,n,Torts/Personal Injury,counseled,2020
3:20-cv-00465-jdp,jdp,2020-05-19,,2021-01-12,480,n,Other Statutes,counseled,2020
3:20-cv-00466-wmc,wmc,2020-05-19,,2020-12-16,864,n,Social Security,counseled,2020
3:20-cv-00467-bbc,bbc,2020-05-19,,2021-04-21,865,n,Social Security,counseled,2020
3:20-cv-00468-jdp,jdp,2020-05-19,,2021-04-27,864,n,Social Security,counseled,2020
3:20-cv-00470-bbc,bbc,2020-05-19,,2020-07-28,440,y,Civil Rights,pro se,2020
3:20-cv-00469-slc,slc,2020-05-20,,2021-09-21,864,n,Social Security,counseled,2020
3:20-cv-00471-jdp,jdp,2020-05-20,,2021-02-18,864,n,Social Security,counseled,2020
3:20-cv-00472-jdp,jdp,2020-05-20,,2021-06-30,510,y,Habeas Corpus,pro se,2020
3:20-cv-00473-jdp,jdp,2020-05-21,,2022-03-04,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00474-jdp,jdp,2020-05-21,,2020-07-20,820,n,Intellectual Property Rights,counseled,2020
3:20-cv-00475-jdp,jdp,2020-05-21,,2020-07-02,367,n,Torts/Personal Injury,counseled,2020
3:20-cv-00476-bbc,bbc,2020-05-21,,2020-08-18,510,n,Habeas Corpus,counseled,2020
3:20-cv-00839-bbc,bbc,2020-05-22,,2020-09-22,510,y,Habeas Corpus,pro se,2020
3:20-cv-00477-wmc,wmc,2020-05-22,,2020-12-08,864,n,Social Security,counseled,2020
3:20-cv-00478-jdp,jdp,2020-05-22,,2021-03-24,422,n,Bankruptcy,counseled,2020
3:20-cv-00479-wmc,wmc,2020-05-22,,2020-06-12,530,y,Habeas Corpus,pro se,2020
3:20-cv-00480-jdp,jdp,2020-05-22,,2020-06-30,530,y,Habeas Corpus,pro se,2020
3:20-cv-00481-slc,slc,2020-05-26,,2021-03-25,440,n,Civil Rights,counseled,2020
3:20-cv-00482-wmc,wmc,2020-05-26,,,530,y,Habeas Corpus,pro se,2020
3:20-cv-00484-jdp,jdp,2020-05-26,,2020-07-06,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00486-wmc,wmc,2020-05-26,,2021-11-03,791,n,Labor,counseled,2020
3:20-cv-00485-wmc,wmc,2020-05-26,,2021-03-12,440,y,Civil Rights,pro se,2020
3:20-cv-00487-wmc,wmc,2020-05-26,,2022-07-14,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00488-slc,slc,2020-05-26,,2021-11-18,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00489-wmc,wmc,2020-05-27,,2021-09-24,864,n,Social Security,counseled,2020
3:20-cv-00490-wmc,wmc,2020-05-27,,2021-01-13,330,n,Torts/Personal Injury,counseled,2020
3:20-cv-00491-wmc,wmc,2020-05-28,,2020-06-01,510,n,Habeas Corpus,counseled,2020
3:20-cv-00492-wmc,wmc,2020-05-28,,2020-12-11,440,y,Civil Rights,pro se,2020
3:20-cv-00493-wmc,wmc,2020-05-28,,2021-06-03,440,y,Civil Rights,pro se,2020
3:20-cv-00494-jdp,jdp,2020-05-28,,2020-05-29,862,y,Social Security,pro se,2020
3:20-cv-00496-jdp,jdp,2020-05-28,,2021-12-20,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00495-bbc,bbc,2020-05-29,,2021-09-20,864,n,Social Security,counseled,2020
3:20-cv-00497-wmc,wmc,2020-05-29,,2021-09-30,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00498-wmc,wmc,2020-05-29,,2020-06-29,480,n,Other Statutes,counseled,2020
3:20-cv-00499-jdp,jdp,2020-05-29,,2021-03-05,863,n,Social Security,counseled,2020
3:20-cv-00500-wmc,wmc,2020-06-01,,2021-09-29,791,n,Labor,counseled,2020
3:20-cv-00501-bbc,bbc,2020-06-01,,2020-09-02,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00502-jdp,jdp,2020-06-01,,2020-08-19,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00503-wmc,wmc,2020-06-01,,,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00504-slc,slc,2020-06-02,,2020-08-31,480,n,Other Statutes,counseled,2020
3:20-cv-00505-bbc,bbc,2020-06-02,,2020-08-10,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00506-bbc,bbc,2020-06-02,,2020-08-10,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00507-jdp,jdp,2020-06-02,,2020-10-13,791,n,Labor,counseled,2020
3:20-cv-00508-bbc,bbc,2020-06-02,,2021-12-01,440,n,Civil Rights,counseled,2020
3:20-cv-00509-wmc,wmc,2020-06-04,,2021-04-09,530,y,Habeas Corpus,pro se,2020
3:20-cv-00510-wmc,wmc,2020-06-04,,2022-09-30,190,n,Contract,counseled,2020
3:20-cv-00511-wmc,wmc,2020-06-04,,2021-09-15,864,n,Social Security,counseled,2020
3:20-cv-00512-wmc,wmc,2020-06-04,,2022-04-11,440,n,Civil Rights,counseled,2020
3:20-cv-00513-jdp,jdp,2020-06-05,,2021-02-10,864,n,Social Security,counseled,2020
3:20-cv-00514-bbc,bbc,2020-06-05,,2020-06-26,560,y,Prisoner Petitions,pro se,2020
3:20-cv-00515-wmc,wmc,2020-06-05,,2020-07-14,530,n,Habeas Corpus,counseled,2020
3:20-cv-00516-jdp,jdp,2020-06-05,,2021-10-29,445,n,Civil Rights,counseled,2020
3:20-cv-00517-wmc,wmc,2020-06-05,,2020-12-14,480,n,Other Statutes,counseled,2020
3:20-cv-00518-jdp,jdp,2020-06-05,,2021-04-12,865,n,Social Security,counseled,2020
3:20-cv-00519-jdp,jdp,2020-06-05,,2021-05-13,864,n,Social Security,counseled,2020
3:20-cv-00520-bbc,bbc,2020-06-08,,2020-10-07,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00521-wmc,wmc,2020-06-08,,2020-10-02,480,n,Other Statutes,counseled,2020
3:20-cv-00522-jdp,jdp,2020-06-08,,2021-12-10,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00523-bbc,bbc,2020-06-08,,2020-12-23,864,n,Social Security,counseled,2020
3:20-cv-00524-jdp,jdp,2020-06-08,,2021-04-22,791,n,Labor,counseled,2020
3:20-cv-00525-jdp,jdp,2020-06-08,,2021-05-14,350,n,Torts/Personal Injury,counseled,2020
3:20-cv-00526-bbc,bbc,2020-06-09,,2020-12-08,440,n,Civil Rights,counseled,2020
3:20-cv-00527-wmc,wmc,2020-06-09,,2021-09-03,152,n,Contract,counseled,2020
3:20-cv-00528-wmc,wmc,2020-06-09,,2020-10-01,480,n,Other Statutes,counseled,2020
3:20-cv-00529-slc,slc,2020-06-09,,2020-08-27,480,n,Other Statutes,counseled,2020
3:20-cv-00530-jdp,jdp,2020-06-10,,2020-06-25,365,n,Torts/Personal Injury,counseled,2020
3:20-cv-00531-bbc,bbc,2020-06-11,,2020-07-15,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00532-jdp,jdp,2020-06-11,,2021-09-17,865,n,Social Security,counseled,2020
3:20-cv-00533-jdp,jdp,2020-06-11,,2021-02-05,863,n,Social Security,counseled,2020
3:20-cv-00534-wmc,wmc,2020-06-12,,2022-08-10,840,y,Intellectual Property Rights,pro se,2020
3:20-cv-00535-wmc,wmc,2020-06-12,,2021-01-05,864,n,Social Security,counseled,2020
3:20-cv-00536-wmc,wmc,2020-06-12,,2022-11-28,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00537-wmc,wmc,2020-06-12,,2020-12-02,110,n,Contract,counseled,2020
3:20-cv-00538-wmc,wmc,2020-06-14,,2021-05-03,864,n,Social Security,counseled,2020
3:20-cv-00539-wmc,wmc,2020-06-15,,2021-05-10,791,n,Labor,counseled,2020
3:20-cv-00541-bbc,bbc,2020-06-15,,2021-10-26,864,n,Social Security,counseled,2020
3:20-cv-00542-wmc,wmc,2020-06-15,,2021-02-05,360,n,Torts/Personal Injury,counseled,2020
3:20-cv-00543-wmc,wmc,2020-06-15,,2020-07-08,190,n,Contract,counseled,2020
3:20-cv-00540-jdp,jdp,2020-06-15,,2022-07-18,530,y,Habeas Corpus,pro se,2020
3:20-cv-00544-jdp,jdp,2020-06-15,,2021-03-26,863,n,Social Security,counseled,2020
3:20-cv-00545-wmc,wmc,2020-06-15,,2021-07-07,480,n,Other Statutes,counseled,2020
3:20-cv-00546-jdp,jdp,2020-06-15,,2022-06-27,550,n,Prisoner Petitions,counseled,2020
3:20-cv-00547-jdp,jdp,2020-06-16,,2021-04-16,864,n,Social Security,counseled,2020
3:20-cv-00548-jdp,jdp,2020-06-16,,,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00549-jdp,jdp,2020-06-16,,2022-07-19,290,n,Real Property,counseled,2020
3:20-cv-00550-jdp,jdp,2020-06-17,,2020-11-30,710,n,Labor,counseled,2020
3:20-cv-00551-jdp,jdp,2020-06-17,,2020-10-16,190,n,Contract,counseled,2020
3:20-cv-00552-slc,slc,2020-06-18,,2021-09-28,840,n,Intellectual Property Rights,counseled,2020
3:20-cv-00553-jdp,jdp,2020-06-18,,2020-12-22,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00554-wmc,wmc,2020-06-18,,2021-09-29,864,n,Social Security,counseled,2020
3:20-cv-00555-jdp,jdp,2020-06-18,,2020-07-16,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00556-bbc,bbc,2020-06-18,,2021-02-03,864,n,Social Security,counseled,2020
3:20-cv-00557-wmc,wmc,2020-06-18,,2020-09-15,790,y,Labor,pro se,2020
3:20-cv-00558-bbc,bbc,2020-06-19,,2021-06-14,864,n,Social Security,counseled,2020
3:20-cv-00559-wmc,wmc,2020-06-19,,2020-11-17,864,n,Social Security,counseled,2020
3:20-cv-00560-jdp,jdp,2020-06-19,,2021-03-01,864,n,Social Security,counseled,2020
3:20-cv-00561-jdp,jdp,2020-06-19,,2021-04-13,864,n,Social Security,counseled,2020
3:20-cv-00562-jdp,jdp,2020-06-19,,2022-08-18,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00563-slc,slc,2020-06-19,,2020-09-15,480,n,Other Statutes,counseled,2020
3:20-cv-00564-jdp,jdp,2020-06-20,,2021-03-12,480,n,Other Statutes,counseled,2020
3:20-cv-00565-jdp,jdp,2020-06-20,,2020-11-30,480,n,Other Statutes,counseled,2020
3:20-cv-00566-wmc,wmc,2020-06-22,,2020-11-30,480,n,Other Statutes,counseled,2020
3:20-cv-00567-jdp,jdp,2020-06-22,,2020-08-25,480,n,Other Statutes,counseled,2020
3:20-cv-00568-wmc,wmc,2020-06-22,,2020-08-07,480,n,Other Statutes,counseled,2020
3:20-cv-00569-jdp,jdp,2020-06-22,,2021-08-27,890,n,Other Statutes,counseled,2020
3:20-cv-00570-bbc,bbc,2020-06-22,,2020-07-28,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00571-wmc,wmc,2020-06-22,,2021-04-07,190,n,Contract,counseled,2020
3:20-cv-00572-jdp,jdp,2020-06-23,,2021-04-05,864,n,Social Security,counseled,2020
3:20-cv-00573-bbc,bbc,2020-06-23,,2020-07-08,510,y,Habeas Corpus,pro se,2020
3:20-cv-00574-wmc,wmc,2020-06-23,,2022-02-11,440,n,Civil Rights,counseled,2020
3:20-cv-00576-bbc,bbc,2020-06-23,,2021-03-17,864,n,Social Security,counseled,2020
3:20-cv-00575-slc,slc,2020-06-24,,2020-09-18,480,n,Other Statutes,counseled,2020
3:20-cv-00577-wmc,wmc,2020-06-24,,2021-05-13,864,n,Social Security,counseled,2020
3:20-cv-00579-jdp,jdp,2020-06-24,,2021-04-22,864,n,Social Security,counseled,2020
3:20-cv-00578-jdp,jdp,2020-06-24,,2022-02-08,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00580-jdp,jdp,2020-06-24,,2021-04-12,865,n,Social Security,counseled,2020
3:20-cv-00581-slc,slc,2020-06-24,,2020-09-18,480,n,Other Statutes,counseled,2020
3:20-cv-00582-jdp,jdp,2020-06-24,2022-01-12,2022-10-25,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00582-jdp,jdp,2020-06-24,2022-01-12,2022-10-25,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00583-wmc,wmc,2020-06-24,,2021-03-09,440,y,Civil Rights,pro se,2020
3:20-cv-00584-wmc,wmc,2020-06-25,,2021-05-20,864,n,Social Security,counseled,2020
3:20-cv-00585-wmc,wmc,2020-06-25,,2021-10-18,791,n,Labor,counseled,2020
3:20-cv-00586-jdp,jdp,2020-06-25,,2021-09-23,864,n,Social Security,counseled,2020
3:20-cv-00587-jdp,jdp,2020-06-25,,2020-08-26,480,n,Other Statutes,counseled,2020
3:20-cv-00588-jdp,jdp,2020-06-25,,2020-12-07,480,n,Other Statutes,counseled,2020
3:20-cv-00589-wmc,wmc,2020-06-26,,2021-02-05,864,n,Social Security,counseled,2020
3:20-cv-00590-wmc,wmc,2020-06-26,,2021-03-04,864,n,Social Security,counseled,2020
3:20-cv-00591-wmc,wmc,2020-06-26,,2022-01-05,864,n,Social Security,counseled,2020
3:20-cv-00592-jdp,jdp,2020-06-26,,2021-09-14,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00593-jdp,jdp,2020-06-26,,2023-03-16,530,y,Habeas Corpus,pro se,2020
3:20-cv-00594-bbc,bbc,2020-06-29,,2021-10-08,864,n,Social Security,counseled,2020
3:20-cv-00595-wmc,wmc,2020-06-29,,2022-04-29,864,n,Social Security,counseled,2020
3:20-cv-00596-wmc,wmc,2020-06-29,,2021-06-17,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00597-jdp,jdp,2020-06-29,,2021-09-15,440,n,Civil Rights,counseled,2020
3:20-cv-00598-jdp,jdp,2020-06-29,,2021-05-18,864,y,Social Security,pro se,2020
3:20-cv-00600-wmc,wmc,2020-06-29,,2022-02-18,550,y,Prisoner Petitions,pro se,2020
3:20-cv-00601-jdp,jdp,2020-06-29,,2021-12-10,440,y,Civil Rights,pro se,2020
3:20-cv-00599-bbc,bbc,2020-06-30,,2021-11-09,440,n,Civil Rights,counseled,2020
3:20-cv-00602-wmc,wmc,2020-06-30,,2021-09-29,864,n,Social Security,counseled,2020
3:20-cv-00603-wmc,wmc,2020-06-30,,2021-04-19,830,n,Intellectual Property Rights,counseled,2020
3:20-cv-00604-wmc,wmc,2020-06-30,,2022-06-27,864,n,Social Security,counseled,2020
3:20-cv-00605-jdp,jdp,2020-06-30,,2021-05-04,865,n,Social Security,counseled,2020
3:20-cv-00606-jdp,jdp,2020-06-30,,2020-10-09,480,n,Other Statutes,counseled,2020
3:20-cv-00607-wmc,wmc,2020-07-01,,2021-03-03,480,n,Other Statutes,counseled,2021
3:20-cv-00608-jdp,jdp,2020-07-01,,2021-05-26,355,n,Torts/Personal Injury,counseled,2021
3:20-cv-00609-jdp,jdp,2020-07-01,,2021-06-23,550,n,Prisoner Petitions,counseled,2021
3:20-cv-00610-jdp,jdp,2020-07-01,,2020-12-09,864,n,Social Security,counseled,2021
3:20-cv-00611-jdp,jdp,2020-07-01,,2020-11-09,440,y,Civil Rights,pro se,2021
3:20-cv-00612-jdp,jdp,2020-07-02,,2022-02-11,190,n,Contract,counseled,2021
3:20-cv-00614-wmc,wmc,2020-07-02,,2020-09-18,480,n,Other Statutes,counseled,2021
3:20-cv-00613-wmc,wmc,2020-07-02,,2021-10-05,865,y,Social Security,pro se,2021
3:20-cv-00615-jdp,jdp,2020-07-02,,2021-07-21,840,n,Intellectual Property Rights,counseled,2021
3:20-cv-00616-wmc,wmc,2020-07-03,,2020-12-09,446,n,Civil Rights,counseled,2021
3:20-cv-00617-wmc,wmc,2020-07-04,,2021-01-28,446,n,Civil Rights,counseled,2021
3:20-cv-00618-wmc,wmc,2020-07-06,,2020-08-25,480,n,Other Statutes,counseled,2021
3:20-cv-00619-slc,slc,2020-07-06,,2020-09-18,480,n,Other Statutes,counseled,2021
3:20-cv-00620-jdp,jdp,2020-07-06,,2022-02-01,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00621-jdp,jdp,2020-07-06,,2020-08-18,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00622-wmc,wmc,2020-07-06,,2020-09-10,480,n,Other Statutes,counseled,2021
3:20-cv-00623-jdp,jdp,2020-07-07,,2020-08-20,480,n,Other Statutes,counseled,2021
3:20-cv-00624-jdp,jdp,2020-07-07,,2021-01-20,864,n,Social Security,counseled,2021
3:20-cv-00625-wmc,wmc,2020-07-07,,2021-04-21,864,n,Social Security,counseled,2021
3:20-cv-00626-slc,slc,2020-07-07,,2020-09-04,480,n,Other Statutes,counseled,2021
3:20-cv-00627-jdp,jdp,2020-07-07,,2021-03-16,865,n,Social Security,counseled,2021
3:20-cv-00628-wmc,wmc,2020-07-07,,2021-10-06,110,n,Contract,counseled,2021
3:20-cv-00629-jdp,jdp,2020-07-07,,2022-12-01,791,n,Labor,counseled,2021
3:20-cv-00630-jdp,jdp,2020-07-07,,2021-02-17,863,n,Social Security,counseled,2021
3:20-cv-00631-wmc,wmc,2020-07-08,,2022-03-04,360,n,Torts/Personal Injury,counseled,2021
3:20-cv-00632-wmc,wmc,2020-07-08,,2022-03-02,360,n,Torts/Personal Injury,counseled,2021
3:20-cv-00633-wmc,wmc,2020-07-08,,2020-09-18,480,n,Other Statutes,counseled,2021
3:20-cv-00634-jdp,jdp,2020-07-08,,2022-01-07,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00635-jdp,jdp,2020-07-08,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00636-bbc,bbc,2020-07-08,,2020-08-24,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00637-wmc,wmc,2020-07-09,,2020-12-07,864,n,Social Security,counseled,2021
3:20-cv-00638-slc,slc,2020-07-10,,2020-09-18,480,n,Other Statutes,counseled,2021
3:20-cv-00639-jdp,jdp,2020-07-11,,2021-07-23,863,n,Social Security,counseled,2021
3:20-cv-00640-wmc,wmc,2020-07-11,,2021-02-08,480,n,Other Statutes,counseled,2021
3:20-cv-00641-wmc,wmc,2020-07-13,,2021-03-31,365,n,Torts/Personal Injury,counseled,2021
3:20-cv-00642-jdp,jdp,2020-07-13,,2020-08-11,365,n,Torts/Personal Injury,counseled,2021
3:20-cv-00644-wmc,wmc,2020-07-13,,2022-02-15,480,n,Other Statutes,counseled,2021
3:20-cv-00643-wmc,wmc,2020-07-13,,2022-09-12,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00645-wmc,wmc,2020-07-13,,,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00646-wmc,wmc,2020-07-13,,2021-07-09,864,n,Social Security,counseled,2021
3:20-cv-00647-jdp,jdp,2020-07-13,,2022-05-20,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00648-jdp,jdp,2020-07-13,,2022-09-13,550,y,Prisoner Petitions,pro se,2021
3:20-cv-00649-jdp,jdp,2020-07-14,,2020-08-20,480,n,Other Statutes,counseled,2021
3:20-cv-00650-bbc,bbc,2020-07-14,,2021-08-27,864,n,Social Security,counseled,2021
3:20-cv-00651-wmc,wmc,2020-07-14,,2021-08-23,791,n,Labor,counseled,2021
3:20-cv-00652-bbc,bbc,2020-07-15,,2021-03-04,864,n,Social Security,counseled,2021
