de_caseid,de_seqno,de_type,de_document_num,dp_type,dp_sub_type,dp_seqno,de_date_filed,de_date_enter,de_who_entered,initials,name,pr_type,pr_crttype
42251,161,cmp                      ,32,motion                   ,pwrithc ,162,2021-12-20,2021-12-20T11:43:58,1446149,aom ,Amos Malone,crt,clk
48591,12,cmp                      ,1,motion                   ,pwrithc ,13,2021-12-20,2021-12-20T13:06:53,1446149,aom ,Amos Malone,crt,clk
48617,10,cmp                      ,1,motion                   ,pwrithc ,11,2021-12-30,2021-12-30T11:10:11,1518391,kmd ,Kim Davis,crt,clk
48687,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-01-10,2022-01-10T15:57:50,1446149,aom ,Amos Malone,crt,clk
38258,111,cmp                      ,28,motion                   ,pwrithc ,112,2022-02-02,2022-02-02T16:27:13,1518391,kmd ,Kim Davis,crt,clk
48795,8,cmp                      ,1,motion                   ,pwrithc ,9,2022-02-09,2022-02-10T11:57:42,1446149,aom ,Amos Malone,crt,clk
48811,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-02-14,2022-02-15T14:07:56,1446149,aom ,Amos Malone,crt,clk
48812,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-02-14,2022-02-15T14:42:33,1446149,aom ,Amos Malone,crt,clk
48813,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-02-14,2022-02-15T14:57:56,1446149,aom ,Amos Malone,crt,clk
48900,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-03-07,2022-03-07T15:22:23,1446149,aom ,Amos Malone,crt,clk
49005,9,cmp                      ,1,motion                   ,pwrithc ,10,2022-03-23,2022-03-23T15:41:00,1446149,aom ,Amos Malone,crt,clk
49009,9,cmp                      ,1,motion                   ,pwrithc ,10,2022-03-23,2022-03-23T16:16:12,1446149,aom ,Amos Malone,crt,clk
49010,9,cmp                      ,1,motion                   ,pwrithc ,10,2022-03-23,2022-03-23T16:17:02,1446149,aom ,Amos Malone,crt,clk
49051,8,cmp                      ,1,motion                   ,pwrithc ,9,2022-03-30,2022-03-30T16:02:24,24419,jef ,Joanne Friedl,crt,clk
49062,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-04-04,2022-04-04T12:45:28,1446149,aom ,Amos Malone,crt,clk
49051,14,cmp                      ,3,motion                   ,pwrithc ,15,2022-04-11,2022-04-11T15:37:02,1446149,aom ,Amos Malone,crt,clk
49140,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-04-25,2022-04-25T14:51:29,1446149,aom ,Amos Malone,crt,clk
49175,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-05-04,2022-05-04T12:31:41,1446149,aom ,Amos Malone,crt,clk
49243,6,cmp                      ,1,motion                   ,pwrithc ,7,2022-05-11,2022-05-12T15:52:05,24419,jef ,Joanne Friedl,crt,clk
49292,11,cmp                      ,1,motion                   ,pwrithc ,12,2022-05-23,2022-05-24T16:18:49,1446149,aom ,Amos Malone,crt,clk
49009,28,cmp                      ,6,motion                   ,pwrithc ,29,2022-05-27,2022-05-27T12:14:10,1446149,aom ,Amos Malone,crt,clk
49010,27,cmp                      ,6,motion                   ,pwrithc ,28,2022-05-27,2022-05-27T12:15:10,1446149,aom ,Amos Malone,crt,clk
48617,52,motion                   ,11,motion                   ,pwrithc ,53,2022-06-09,2022-06-09T15:32:39,24419,jef ,Joanne Friedl,crt,clk
48318,37,cmp                      ,6,motion                   ,pwrithc ,38,2022-06-15,2022-06-15T10:21:43,1489502,lam ,Laura Miller,crt,clk
44216,149,cmp                      ,31,motion                   ,pwrithc ,150,2022-12-01,2022-12-02T09:52:37,20284,jat ,Jennifer Titak,crt,oth
48265,49,cmp                      ,10,motion                   ,pwrithc ,50,2023-03-06,2023-03-06T15:44:15,829931,jls ,Jaime Smith,crt,oth
41241,85,cmp                      ,14,motion                   ,pwrithc ,86,2023-03-15,2023-03-15T16:38:11,1353789,rks ,Rachel Swanson,crt,clk
