de_caseid,de_seqno,de_type,de_document_num,dp_type,dp_sub_type,dp_seqno,de_date_filed,de_date_enter,de_who_entered,initials,name,pr_type,pr_crttype
43016,66,prose                    ,19,order                    ,leave   ,67,2021-04-13,2021-04-13T10:50:34,1489502,lam ,Laura Miller,crt,clk
46624,32,oth_ord                  ,8,order                    ,leave   ,33,2021-04-14,2021-04-14T09:06:24,1489502,lam ,Laura Miller,crt,clk
46068,55,prose                    ,9,order                    ,leave   ,56,2021-04-14,2021-04-14T14:12:30,24419,jef ,Joanne Friedl,crt,clk
41756,60,prose                    ,17,order                    ,leave   ,61,2021-04-19,2021-04-19T16:28:04,1489502,lam ,Laura Miller,crt,clk
43317,48,prose                    ,11,order                    ,leave   ,49,2021-04-19,2021-04-19T16:35:56,24419,jef ,Joanne Friedl,crt,clk
47289,30,prose                    ,7,order                    ,leave   ,31,2021-04-21,2021-04-21T15:29:23,1489502,lam ,Laura Miller,crt,clk
47013,67,prose                    ,11,order                    ,leave   ,68,2021-04-22,2021-04-22T11:11:16,1489502,lam ,Laura Miller,crt,clk
42850,65,oth_ord                  ,19,order                    ,leave   ,66,2021-09-20,2021-09-20T09:45:49,1518391,kmd ,Kim Davis,crt,clk
42592,41,prose                    ,12,order                    ,leave   ,42,2021-04-27,2021-04-27T14:11:58,1489502,lam ,Laura Miller,crt,clk
42086,63,prose                    ,19,order                    ,leave   ,64,2021-04-28,2021-04-28T09:37:18,1489502,lam ,Laura Miller,crt,clk
47216,31,prose                    ,6,order                    ,leave   ,32,2021-04-28,2021-04-28T10:28:41,1489502,lam ,Laura Miller,crt,clk
45943,189,oth_ord                  ,42,order                    ,leave   ,190,2021-04-30,2021-04-30T14:25:41,1489502,lam ,Laura Miller,crt,clk
46899,54,prose                    ,11,order                    ,leave   ,55,2021-05-05,2021-05-05T10:12:17,1489502,lam ,Laura Miller,crt,clk
42481,42,oth_ord                  ,4,order                    ,leave   ,43,2021-05-07,2021-05-07T15:07:42,1489502,lam ,Laura Miller,crt,clk
46523,55,oth_ord                  ,12,order                    ,leave   ,56,2021-05-18,2021-05-18T14:38:57,1489502,lam ,Laura Miller,crt,clk
46400,128,prose                    ,32,order                    ,leave   ,129,2021-05-21,2021-05-21T13:31:39,1489502,lam ,Laura Miller,crt,clk
45415,87,prose                    ,21,order                    ,leave   ,88,2021-05-21,2021-05-21T13:54:49,1518391,kmd ,Kim Davis,crt,clk
45425,108,prose                    ,27,order                    ,leave   ,109,2021-05-21,2021-05-21T14:26:07,1489502,lam ,Laura Miller,crt,clk
40343,97,prose                    ,26,order                    ,leave   ,98,2021-05-21,2021-05-21T15:23:38,1489502,lam ,Laura Miller,crt,clk
46749,48,prose                    ,9,order                    ,leave   ,49,2021-05-24,2021-05-24T13:42:43,1489502,lam ,Laura Miller,crt,clk
47540,37,prose                    ,8,order                    ,leave   ,38,2021-06-02,2021-06-02T09:34:57,1518391,kmd ,Kim Davis,crt,clk
47074,39,prose                    ,6,order                    ,leave   ,40,2021-06-03,2021-06-03T14:07:52,1518391,kmd ,Kim Davis,crt,clk
